ID,Title,Short Description,Contributors,Mentors,Organization,GSoC Archive Link,Reflection Link,Challenges,Learn,Details,Pull Links,Issue Links
41, Enhance Accessibility of More ScummVM Engines by Text To Speech (TTS) ,"TTS is an important accessibility function to compensate for gaming experience for those who have trouble reading text, yet the technology is not...", Twan ," Mentor  Vladimir Menshakov, Thierry Crozat ", Organization  ScummVM ,/archive/2021/projects/5700333245825024,https://blogs.scummvm.org/twan/final-code/,No,Yes,"TTS is an important accessibility function to compensate for gaming experience for those who have trouble reading text, yet the technology is not widely available to ScummVM engines. This project aims to provide the service by tackling engines one-by-one. It identifies four main scenarios of using TTS: Opening Menu, Story Narrator, Gaming Menu, RPG dialogue, and selects games that have at least one area of the TTS scenario as the target of improvement.","['https://github.com/scummvm/scummvm/pulls?q=author%3Ataylorzhancher+label%3AGSoC', 'https://github.com/scummvm/scummvm/pull/2912', 'https://github.com/scummvm/scummvm/pull/3048', 'https://github.com/scummvm/scummvm/pull/3256', 'https://github.com/scummvm/scummvm/pull/3155', 'https://github.com/scummvm/scummvm/pull/3177', 'https://github.com/scummvm/scummvm/pull/3156', 'https://github.com/scummvm/scummvm/pull/3267']",[]
42, Adding React library to new UI ,"FOSSology frontend is built using the Symfony framework of PHP. It needs to get revamped to make it faster for development, more adaptive to newer...", Aman Dwivedi ," Mentor  Michael Jaeger, Vivek Kumar, Shaheem Azmal, Sahil Jha ", Organization  FOSSology ,/archive/2021/projects/5701142176071680,https://github.com/pulls?q=is%3Apr+org%3Afossology+author%3AAman-Codes+sort%3Aupdated-desc+is%3Aclosed,No,No,"FOSSology frontend is built using the Symfony framework of PHP. It needs to get revamped to make it faster for development, more adaptive to newer technologies, and impart a modernized look. I would rewrite the UI in React from scratch while ensuring a highly scalable, flexible, and easy to use and maintain code architecture. Also, I will be upgrading the existing API and would integrate it with the new frontend code.
Deliverables of this project:

A fresh modern look to the FOSSology UI
Complete migration of frontend to React
Upgradation of API to provide more functionalities
Documentation of frontend code","['/login?return_to=https%3A%2F%2Fgithub.com%2Fpulls%3Fq%3Dis%253Apr%2Borg%253Afossology%2Bauthor%253AAman-Codes%2Bsort%253Aupdated-desc%2Bis%253Aclosed', '/login?return_to=https%3A%2F%2Fgithub.com%2Fpulls%3Fq%3Dis%253Apr%2Borg%253Afossology%2Bauthor%253AAman-Codes%2Bsort%253Aupdated-desc%2Bis%253Aclosed', '/login?return_to=https%3A%2F%2Fgithub.com%2Fpulls%3Fq%3Dis%253Apr%2Borg%253Afossology%2Bauthor%253AAman-Codes%2Bsort%253Aupdated-desc%2Bis%253Aclosed', 'https://github.com/github/site-policy/pull/582', 'https://github.com/pulls?q=is%3Apr+org%3Afossology+author%3AAman-Codes+sort%3Aupdated-desc+is%3Aclosed']",[]
43, Development of AnkiDroid project ,"This project aims to develop and improve the AnkiDroid Android App.
Here are the list of things which I aim to work on:
Onboarding for new users
An...", Shridhar Goel ," Mentor  David Allison, Arthur Milchior, Mike Hardy, Mani ", Organization  AnkiDroid ,/archive/2021/projects/5701531810136064,https://gist.github.com/ShridharGoel/2eb73b5b4b67c7981f479841361c6942,No,Yes,"This project aims to develop and improve the AnkiDroid Android App.
Here are the list of things which I aim to work on:
Onboarding for new users
An onboarding flow will help new users to understand the app and its purpose in a better way. This will contain details about the benefits of flash cards and spaced repetition along with examples on how to use them. We can also make use of tooltips and coach marks at various places throughout the app to provide guidance to new users.
Loading/uploading shared decks in-app
Feature to allow users to directly download decks in the app using download link, deck ID or deck name. This will update the current process of downloading the deck and importing it, thus making the app much better since users can easily search for decks using the deck name directly through the app.
Kotlin migration
Start the migration of the project to Kotlin. Onboarding and in-app shared decks features would also be developed in Kotlin.
Others
Apart from this, I am planning to work on other things which come up during the GSoC period. This can include UI/UX changes as well.","['https://github.com/ankidroid/Anki-Android/pull/9291', 'https://github.com/ankidroid/Anki-Android/pull/9092', 'https://github.com/ankidroid/Anki-Android/pull/9151', 'https://github.com/ankidroid/Anki-Android/pull/9250', 'https://github.com/ankidroid/Anki-Android/pull/9253', 'https://github.com/ankidroid/Anki-Android/pull/9229', 'https://github.com/ankidroid/Anki-Android/pull/9130']",[]
44, Input method in FreeBSD virtual terminal ,"Currently, the FreeBSD virtual terminal driver vt(4) does not support inputting CJK characters directly in the virtual terminal, so our project idea...", Fan Chung ," Mentor  Li-Wen Hsu, Philip Paeps ", Organization  FreeBSD Project ,/archive/2021/projects/5702198469591040,https://gsoc.staque.xyz,No,No,"Currently, the FreeBSD virtual terminal driver vt(4) does not support inputting CJK characters directly in the virtual terminal, so our project idea is to provide an environment that can run IME (input method editor) in the console.
A common usage scenario is when a user wants to create a user with the user info description in Chinese during the system installation. Since the installation process must proceed in a virtual console, there is no way to open an IME window to input CJK characters.
Another example is hosting a FreeBSD server on a cloud platform or a virtual machine. When one wants to do some simple admin routines on the machine or disconnects from the SSH session, he/she needs to do some configurations and keeps records or takes notes on the server. It's sometimes quite inconvenient for those CJK writing-system users to write texts in their most familiar languages.
And we want to implement similar features of those IME (fcitx, ibus) but in the console.",,
45, VLC macOS interface redesign ,"VLC is the most widely used media-player. It supports wide-range of media formats, both audio and video.
For macOS, the UI is outdated, and needs a...", Sam Bassaly ," Mentor  Felix Kühne, ePirat ", Organization  VideoLAN ,/archive/2021/projects/5702262491447296,https://shkshk90.github.io/posts/gsoc-2021/,No,No,"VLC is the most widely used media-player. It supports wide-range of media formats, both audio and video.
For macOS, the UI is outdated, and needs a bit of redesign.
This project aims to modernize VLC’s UI and give it a similar feel to the UI on iOS/tvOS.",[],[]
46, Improved UI design and Multilingual Support ,"The primary goals are :

Improved UI Design
Multilingual Support
Dark Theme Support

Talawa needs both UI and UX Improvements. 
The current UX is...", Utkarsh Shendge ," Mentor  X, Gareth Thomas, ShannikaJackson, Brandon Chung ", Organization  The Palisadoes Foundation ,/archive/2021/projects/5702582802055168,https://gist.github.com/utkarshshendge/d383c9527bcc065f408cb7964710e01d,No,Yes,"The primary goals are :

Improved UI Design
Multilingual Support
Dark Theme Support

Talawa needs both UI and UX Improvements. 
The current UX is different from what is stated in Official docs. 
The color scheme is not pleasing and also a dark theme is needed. As stated on the ideas page, people of different age groups and backgrounds will use Talawa and so the App’s UI needs to fit the requirements of the majority of people.
For this, the App’s UI and UX needs to be designed in such a way that people find it easy to use. Currently, for new users, it’s difficult to understand the ideas behind certain UI elements as well as the motivation behind App’s features.
The UX should be seamless and people should quickly get habituated to use the app. UI should convey more information pictorially through a combination of colors, Icons, and Text.","['https://github.com/PalisadoesFoundation/talawa/pull/854', 'https://github.com/PalisadoesFoundation/talawa/pull/860', 'https://github.com/PalisadoesFoundation/talawa/pull/870', 'https://github.com/PalisadoesFoundation/talawa/pull/874', 'https://github.com/PalisadoesFoundation/talawa/pull/894', 'https://github.com/PalisadoesFoundation/talawa/pull/907', 'https://github.com/PalisadoesFoundation/talawa/pull/940', 'https://github.com/PalisadoesFoundation/talawa/pull/946', 'https://github.com/PalisadoesFoundation/talawa/pull/958', 'https://github.com/PalisadoesFoundation/talawa/pull/965', 'https://github.com/PalisadoesFoundation/talawa/pull/975', 'https://github.com/PalisadoesFoundation/talawa/pull/975']",[]
47, Use JSON as on-disk format for Histograms ,Histograms in databases are compact summaries of the data distribution in a column. They are usually used by the query optimizer on non-indexed..., michaeokoko ," Mentor  Vicențiu-Marian Ciorbaru, spetrunia ", Organization  MariaDB Foundation ,/archive/2021/projects/5703033438076928,https://gist.github.com/idoqo/ac520943e53f64034beaed4258b62ba5,No,Yes,"Histograms in databases are compact summaries of the data distribution in a column. They are usually used by the query optimizer on non-indexed columns to produce efficient query plans, which then determine how many rows are read during query execution.
This project aims to:

Add support for storing precise histogram bucket bounds (similar to PostgreSQL and MySQL).
Switch the MariaDB histogram storage to JSON which will in turn enable other histogram formats such as most-common-values (MCV), allow DBAs to examine the histograms on their own, and improve the overall histogram precision.","['https://github.com/MariaDB/server/pull/1854', 'https://github.com/MariaDB/server/pull/1854/commits/c81e0de9b54ed88329303ce36a2c2c6809b3fb7c', 'https://github.com/MariaDB/server/pull/1854/commits/6cffc428cb7644da1f9be8a46c3e12973bb6e19a', 'https://github.com/MariaDB/server/pull/1854/commits/1ea76e813419e4b41816b86d4215dcc01f10a4c4', 'https://github.com/MariaDB/server/pull/1854/commits/9ad26859020d202a826618fa68b2df8b110a4ed2', 'https://github.com/MariaDB/server/pull/1854/commits/4eb8fe9bf7ecc98ae2c4c85036e307f8dcf9ac28', 'https://github.com/MariaDB/server/pull/1854/commits/11f70484292da8f44f0400557ae58611673e0096', 'https://github.com/MariaDB/server/pull/1854/commits/f19bcf3bab8023fdae78a6346c3b2c7d3a1e5a11', 'https://github.com/MariaDB/server/pull/1854/commits/e8b14e78c5a339dd494b65e5d844fd9c4e3b5f1c', 'https://github.com/MariaDB/server/pull/1854/commits/e8b14e78c5a339dd494b65e5d844fd9c4e3b5f1c']",[]
48, Ruma's Automated Checks ,I am applying to work on Ruma's automated checks issue https://github.com/ruma/ruma/issues/221 to build a special-purpose tool to check code style..., Devin Ragotzy , Mentor  Jonas Platte , Organization  Matrix.org ,/archive/2021/projects/5703367707328512,https://www.ruma.io/news/gsoc-tools/,No,No,I am applying to work on Ruma's automated checks issue https://github.com/ruma/ruma/issues/221 to build a special-purpose tool to check code style rules and formatting specific to Ruma. I will use rust-analyzer's syntax crate to parse Rust files into a typed AST that is checked against rules. I plan to use this AST to be able to format code inside macros since this is a big part of Ruma. I have started a proof of concept tool ruma-check that I will complete during GSoC.,[],[]
49, Measure the Quality of CerebUnit Validation Tests ,"This Project is about quantifying the quality of the Validation Tests (CerebTests), a part of CerebUnit Ecosystem for validation tests which needs to...", Harsh Khilawala , Mentor  Lungsi Ngwua , Organization  INCF ,/archive/2021/projects/5704145096409088,https://gsoc21-weekly-blog.readthedocs.io/en/latest/,No,Yes,"This Project is about quantifying the quality of the Validation Tests (CerebTests), a part of CerebUnit Ecosystem for validation tests which needs to be implemented as a sub-module in CerebStats, another part of the CerebUnit ecosystem for statistical functions.",['https://github.com/cerebunit/cerebstats/pull/1'],[]
50, Making Smart Pointer Checkers default checkers in the Static Analyzer ,The Clang Static Analyzer currently has checkers for std::unique_ptr. These checkers are currently in the experimental (alpha) group of checkers. I..., Deep Majumder ," Mentor  Gabor Horvath, Artem Dergachev, Raphael Isemann ", Organization  The LLVM Compiler Infrastructure ,/archive/2021/projects/5706576819650560,https://reddocmd.github.io/sturdy-octo-sniffle/docs/report/,No,Yes,"The Clang Static Analyzer currently has checkers for std::unique_ptr. These checkers are currently in the experimental (alpha) group of checkers. I intend to complete the unique_ptr checker so that it can be included in the default list of checkers and be enabled by default. In addition, I would like to add a checker for std::shared_ptr and std::weak_ptr, which would be an alpha checker.",[],[]
1, VLC Qt interface redesign ,The VideoLAN organisation has transformed the digital audio and media space since its inception over 10 years ago. The ease of use of its forerunning..., Adam Leung , Mentor  Pierre Lamot , Organization  VideoLAN ,/archive/2021/projects/5748007382810624,https://medium.com/@aleung27/google-summer-of-code-2021-vlc-an-i-cone-ic-experience-f3d21222159b,No,No,"The VideoLAN organisation has transformed the digital audio and media space since its inception over 10 years ago. The ease of use of its forerunning product, VLC Media Player, has made it the number one choice for millions of users around the world for viewing and interacting with media. Yet, despite this VLC Media Player’s design is relatively outdated. Features should be readily obvious to users, not hidden in multiple menus so that they can be accessed quickly and easily.
As an avid VLC Media Player fan, this forms the motivation behind my proposal. I propose to update VLC Media Player by leveraging Qt/QML to design a more modern and elegant interface. Specifically, I plan to redesign and implement a new welcome screen which is visible upon first opening of VLC Media Player. This includes the relevant Privacy and Metadata Consent passages for users as well as the ability to alter some commonly changed settings through an easily accessible modal.",[],[]
2, GSOC Stan Proposal - Bayesian Computation Benchmark ,"Under guidance from the mentors, the student will develop a suite of models for benchmarking Bayesian computation. That involves gathering...", Khanh-Tung Nguyen-Ba ," Mentor  Måns Magnusson, Mike Lawrence ", Organization  NumFOCUS ,/archive/2021/projects/5748407083204608,https://github.com/kn27/posteriordb,No,No,"Under guidance from the mentors, the student will develop a suite of models for benchmarking Bayesian computation. That involves gathering data/models with a variety of inferential structure for coding and optimization in Stan. The resulting canonical models and posteriors will be submitted for inclusion in the posteriorDB database to serve as reference points against which new approaches to Bayesian computation can be compared.",['https://github.com/stan-dev/posteriordb/pull/215'],[]
3, New General Navigation Menu and UX improvements ,The main aim of the project is development of a new navigation menu that will aid users in navigating through the website with more ease...., Nitesh Sinha ," Mentor  Pnia, Ajay Tripathi (atb00ker), NST, Konrad Kreitmair, Federico Capoano ", Organization  OpenWISP ,/archive/2021/projects/5748840874901504,https://medium.com/@niteshsinha1707/new-navigation-menu-and-ui-ux-improvements-project-report-a94c37514b7d,No,No,"The main aim of the project is development of a new navigation menu that will aid users in navigating through the website with more ease.
Additionally, OpenWISP administration site will be modified further to enhance its appearance.",[],[]
4, Extending DRAKVUF by an I/O-emulation module in order to camouflage its sandbox nature ,"To be a reliable black-box malware analysis system DRAKVUF has to mitigate the observer effect, which can be accomplished by defeating...", Jan Gruber ," Mentor  M. Leszczyński (CERT.PL), A. Kliś (CERT.PL) ", Organization  The Honeynet Project ,/archive/2021/projects/5750586108018688,https://cert.pl/en/posts/2021/08/hid-simulation-for-drakvuf/,No,No,"To be a reliable black-box malware analysis system DRAKVUF has to mitigate the observer effect, which can be accomplished by defeating Anti-VM-techniques. One way for the malware to determine if it is running in a sandbox environment, is to query the I/O communication port in order to identify human interaction from HID devices with the system. Until now DRAKVUF’s engine does not provide I/O-emulation, although it is needed to further camouflage its sandbox nature. Therefore an I/O-emulation module should be built to simulate a human user sitting in front of the screen and trick the malware to show its malicious behavior.","['https://github.com/tklengyel/drakvuf/pull/1237', 'https://github.com/tklengyel/drakvuf/pull/1245', 'https://github.com/tklengyel/drakvuf/pull/1275', 'https://github.com/tklengyel/drakvuf/pull/1229', 'https://github.com/tklengyel/drakvuf/pull/1231', 'https://github.com/tklengyel/drakvuf/pull/1238', 'https://github.com/tklengyel/drakvuf/pull/1255', 'https://github.com/tklengyel/drakvuf/pull/1256', 'https://github.com/tklengyel/drakvuf/pull/1257', 'https://github.com/tklengyel/drakvuf/pull/1287']",[]
5, Result Reporter Tool for Bears ,Result reporter tool to convert linter/bear results into multiple formats., Shreya Agarwal ," Mentor  Bhushan Khanale, sureshk ", Organization  coala ,/archive/2021/projects/5750814211047424,https://gist.github.com/shreyarwal/87501f449a40d9ed2e0c85ed7fd051c3,Yes,Yes,Result reporter tool to convert linter/bear results into multiple formats.,[],[]
6, Improving TARDIS Simulation Logging Framework ,TARDIS logs the simulation data generated using montecarlo_logger.py module. But it could be further improved by having user-specific capabilities as..., Dhruv Sondhi ," Mentor  John O'Brien, Wolfgang Kerzendorf, Andrew Fullard ", Organization  TARDIS SN ,/archive/2021/projects/5752124545171456,https://github.com/DhruvSondhi/GSOC-21-TARDIS-Simulation-Logging,No,Yes,"TARDIS logs the simulation data generated using montecarlo_logger.py module. But it could be further improved by having user-specific capabilities as well as having a newer logging feature that can allow for the logging of packet specific properties. Through this project, I wish to add the proposed functionality to the mentioned module & increase the logging potential for TARDIS.","['https://github.com/tardis-sn/tardis/pull/1633', 'https://github.com/tardis-sn/tardis/pull/1633', 'https://github.com/tardis-sn/tardis/pull/1650', 'https://github.com/tardis-sn/tardis/pull/1640', 'https://github.com/tardis-sn/tardis/pull/1684', 'https://github.com/tardis-sn/tardis/pull/1701', 'https://github.com/tardis-sn/tardis/pull/1704', 'https://github.com/tardis-sn/tardis/pull/1748', 'https://github.com/tardis-sn/tardis/pull/1776', 'https://github.com/tardis-sn/tardis/pull/1632', 'https://github.com/tardis-sn/tardis/pull/1633', 'https://github.com/tardis-sn/tardis/pull/1640', 'https://github.com/tardis-sn/tardis/pull/1650', 'https://github.com/tardis-sn/tardis/pull/1684', 'https://github.com/tardis-sn/tardis/pull/1701', 'https://github.com/tardis-sn/tardis/pull/1704', 'https://github.com/tardis-sn/tardis/pull/1710', 'https://github.com/tardis-sn/tardis/pull/1740', 'https://github.com/tardis-sn/tardis/pull/1748', 'https://github.com/tardis-sn/tardis/pull/1776', 'https://github.com/tardis-sn/tardis-sn.github.io/pulls?q=is%3Apr+author%3A%40me+', 'https://github.com/pulls?q=author%3ADhruvSondhi+archived%3Afalse+org%3Atardis-sn+created%3A%3C2021-06-07', 'https://github.com/pulls?q=author%3ADhruvSondhi+archived%3Afalse+org%3Atardis-sn']",['https://github.com/issues?q=is%3Aopen+is%3Aissue+author%3ADhruvSondhi+archived%3Afalse+org%3Atardis-sn']
7, Adding a return channel to Icecast server ,Icecast Server is used as a streaming server to broadcast to various listeners. A return channel allows for possibility of receiving feedback from..., Vishal Mishra , Mentor  Monty Montgomery , Organization  Xiph.Org Foundation ,/archive/2021/projects/5752195781230592,https://gist.github.com/vcode11/e9ee716fec20329e680aa01bd6a3c09d,No,Yes,Icecast Server is used as a streaming server to broadcast to various listeners. A return channel allows for possibility of receiving feedback from listeners. This will make the streams interactive for conducting polls etc. The project aims to develop this return channel from listeners to source.,[],[]
8, End-to-End Deep Learning Reconstruction for CMS Experiment ,One of the important aspects of searches for new physics at the Large Hadron Collider (LHC) involves the identification and reconstruction of single..., Purva Chaudhari ," Mentor  bjornburkle, Emanuele Usai, Davide Di Croce, Nikolas Pervan, Sergei Gleyzer ", Organization  Machine Learning for Science (ML4SCI) Umbrella Organization ,/archive/2021/projects/5752881768038400,https://medium.com/@purva.chaudhari02/google-summer-of-code-2021-5cf8ef45d2d2,No,No,"One of the important aspects of searches for new physics at the Large Hadron Collider (LHC) involves the identification and reconstruction of single particles, jets and event topologies of interest in collision events. The End-to-End Deep Learning (E2E) project in the CMS experiment focuses on the development of these reconstruction and identification tasks with innovative deep learning approaches.
This project focuses on the integration of E2E code with the CMSSW inference engine for use in reconstruction algorithms in offline and high-level trigger systems of the CMS experiment.",[],[]
9, Cross platform GUI for CCExtractor ,CCExtractor is the de-factor open source standard for closed captions / subtitles extraction from any media file. It is a tool that analyzes video..., Jayesh Nirve , Mentor  Carlos Fernandez Sanz , Organization  CCExtractor Development ,/archive/2021/projects/5752961694695424,https://github.com/CCExtractor/ccextractorfluttergui,No,No,"CCExtractor is the de-factor open source standard for closed captions / subtitles extraction from any media file. It is a tool that analyzes video files and produces independent subtitle files from the closed captions data. CCExtractor is portable, small, and very fast. It works in Linux, Windows, and OSX.
This project aims at making a cross platform GUI for CCExtractor with Google's Flutter framework, for users who prefer GUIs over command line programs.","['https://github.com/CCExtractor/ccextractorfluttergui/pull/74', 'https://github.com/CCExtractor/ccextractorfluttergui/pull/73', 'https://github.com/CCExtractor/ccextractorfluttergui/pull/74', 'https://github.com/CCExtractor/ccextractorfluttergui/pull/73', 'https://github.com/CCExtractor/ccextractorfluttergui/pull/2', 'https://github.com/CCExtractor/ccextractorfluttergui/pull/35', 'https://github.com/CCExtractor/ccextractorfluttergui/pull/69', 'https://github.com/CCExtractor/ccextractorfluttergui/pull/69', 'https://github.com/CCExtractor/ccextractorfluttergui/pull/73', 'https://github.com/CCExtractor/ccextractorfluttergui/pull/73']",[]
10, Reactome Pathway Embeddings ,"In the last several years, deep learning became widely used in various different fields, ranging from object detection and face recognition to speech...", Lovro Vrcek ," Mentor  Nasim Sanati, Solomon Shorser ", Organization  Open Genome Informatics ,/archive/2021/projects/5753303614357504,https://github.com/reactome/reactome_gnn,No,No,"In the last several years, deep learning became widely used in various different fields, ranging from object detection and face recognition to speech recognition and machine translation. The common thing between all these areas is that they are working on structured data - data that can be represented in a table, such as images with a well defined number of rows and columns. An example of unstructured data are graphs - a collections of nodes connected with edges. Although graphs can also be represented through adjacency matrix, this representation implies ordinality of the nodes. Furthermore, once trained on a graph represented this way, a neural network could be used only on the graphs of the same sizes. This was fixed with the introduction of graph neural networks.
In this project, I will construct models based on graph neural networks and apply them to graphs found in the Reactome database. Reactome is a graph database of pathways of several organisms. The goal is to create a Python client able to compute the vector representations of the pathways, which may be used in downstream analysis such as predicting whether a pathway is involved within a certain disease.",['https://github.com/reactome/reactome_gnn/pull/15'],[]
11, Functional Enhancements To Fineract CN Mobile Application ,"The Fineract-cn-mobile application is the Android client of Apache Fineract CN, built on top of the FIneract CN Platform. It provides banking...", Varun Jain ," Mentor  Chinmay Kulkarni, Ahmad Jawid Muhammadi ", Organization  The Apache Software Foundation ,/archive/2021/projects/5754030134919168,https://gist.github.com/varsvat/be08d5234770b1c22d809177564a6276,Yes,Yes,"The Fineract-cn-mobile application is the Android client of Apache Fineract CN, built on top of the FIneract CN Platform. It provides banking solutions for people around the world who are unbacked. This app is for field officers who go to their customers and provide them with financial services.
Achieved Goals:
-> Added support for all the Teller functionalities such as creating, editing, Viewing Tellers.
-> Improved offline functionality in the application via Couchbase Implementation.
-> Added support for viewing, creating and editing products.
-> Added support for various Account-related functionalities, including viewing, creating and editing accounts. Also added support to lock, close, and reopen Accounts.
-> Added Task management features for the Tellers, Account and products section.
->  Extended the Kotlin support in App and replaced the already implemented MVP architecture with the Google recommended Model-View-View-Model (MVVM) architecture. Also extended.
-> Added UI/Integration tests.
Work in progress:
-> UI for payment-hub integration is almost complete; APIs would be integrated once ready.
-> Improve GIS features once the Endpoints are made.","['https://github.com/apache/fineract-cn-mobile/pull/189', 'https://github.com/apache/fineract-cn-mobile/pull/189', 'https://github.com/apache/fineract-cn-mobile/pull/189', 'https://github.com/apache/fineract-cn-mobile/pull/190', 'https://github.com/apache/fineract-cn-mobile/pull/110', 'https://github.com/apache/fineract-cn-mobile/pull/191', 'https://github.com/apache/fineract-cn-mobile/pull/191', 'https://github.com/apache/fineract-cn-mobile/pull/190', 'https://github.com/apache/fineract-cn-mobile/pull/191', 'https://github.com/apache/fineract-cn-mobile/pull/192', 'https://github.com/apache/fineract-cn-mobile/pull/191', 'https://github.com/apache/fineract-cn-mobile/pull/193', 'https://github.com/apache/fineract-cn-mobile/pull/194', 'https://github.com/apache/fineract-cn-mobile/pull/195']",[]
12, Implement support for ScalaPy in Scala 3 ,"The name Scala comes from the word scalable, and true to that name, the Scala language is used to power busy websites and analyze huge data sets....", Mykola Medynskyi ," Mentor  Anatolii Kmetiuk, Shadaj Laddad ", Organization  Scala Center ,/archive/2021/projects/5754233541885952,https://gist.github.com/jlareck/7268918d28b0c6a0efebeafa11011e3c,No,Yes,"The name Scala comes from the word scalable, and true to that name, the Scala language is used to power busy websites and analyze huge data sets. Scala is one of the leading languages in implementation of big data systems. It is widely used in streaming data. Similarly, Python has become the language of choice for data scientists with its many high-quality scientific libraries. ScalaPy is that bridge which gives an opportunity to use Python libraries in Scala. Last year a new version of Scala was introduced. At the moment it is not released but Scala 3 brings many new features and changes. The aim of this project is to discover those new features and implement support for ScalaPy in Scala 3. ScalaPy will possibly help Scala 3 to become more popular among scientists and maybe this will be the core moment in combining data processing and data analysis worlds in Scala 3.","['https://github.com/scalapy/scalapy/pull/194', '#pull-request-with-implementation-httpsgithubcomshadajscalapypull194', 'https://github.com/scala/scala3/pull/10729', 'https://github.com/lampepfl/dotty-macro-examples/pull/21/files', 'https://github.com/Ang9876/scalapy/pull/2', '#pull-request-with-my-changes-httpsgithubcomang9876scalapypull2', 'https://github.com/scalapy/scalapy/pull/195', '#final-pull-request-with-scala-3-support-implementation-httpsgithubcomshadajscalapypull195', 'https://github.com/scalapy/scalapy/pull/225', '#pull-request-with-pybracketaccess-support-implementation-in-scala-3-version-httpsgithubcomshadajscalapypull225']","['https://github.com/scalapy/scalapy/issues/188', '#issue-httpsgithubcomshadajscalapyissues188']"
14, Bringing the context to the translators by a magic gate . ,"make a User Interface that presents some context of the word in form of a dialog or a video that includes the word or the whole sentence ,that will...", sary nasser ," Mentor  cloph, Olivier Hallot ", Organization  LibreOffice ,/archive/2021/projects/5755999545196544,https://docs.google.com/document/d/e/2PACX-1vS-RliG5cHdmyu16X6zk6ir0B7Qe1kvmxkDPYYg5r3L-lUTxfUwMU8j2R2YmaB0WJ_uUL25fQf_nawY/pub,No,Yes,"make a User Interface that presents some context of the word in form of a dialog or a video that includes the word or the whole sentence ,that will ease the understanding of the word and leads to a better translation .",[],[]
15, Catrobat iOS Team proposal for Ticket: Support for Catrobat Language version 0.994 - 0.99992 ,"Fabio Gandolfi
gsoc username: zwerg4
email: fab.gan@hotmail.de
github: zwerg4
My name is Fabio Gandolfi, I am a 24 years old computer science student...", zwerg4 ," Mentor  GatCode, Philipp Wallisch, Michael Herold ", Organization  International Catrobat Association ,/archive/2021/projects/5386499616407552,https://github.com/zwerg4/Catty/blob/gsoc-submission/Submission.md,No,No,"Fabio Gandolfi
gsoc username: zwerg4
email: fab.gan@hotmail.de
github: zwerg4
My name is Fabio Gandolfi, I am a 24 years old computer science student of Italy but currently living and studying in Austria.
I am very interested in programming in a lot of different programming languages. Currently I am studying Computer Science in Graz (Austria). I would propose to the iOS team where I already contributed some new features and therefore already have an overview how the app is built.
INTEREST: Pocket Code for iOS: Support for Catrobat Language version 0.994 - 0.99992. This task seems interesting to me and I would like to implement it during the summer to bring also some new compatibilities to the iOS app.
Since I already contributed to your amazing project and really liked it a lot also because I learned a lot of new things and because I think it has a lot of potential I am really looking forward to work with you also in the Google Summer of code.","['https://github.com/Catrobat/Catty/pull/1664', 'https://github.com/Catrobat/Catty/pull/1669', 'https://github.com/Catrobat/Catty/pull/1672', 'https://github.com/Catrobat/Catty/pull/1676', 'https://github.com/Catrobat/Catty/pull/1679', 'https://github.com/Catrobat/Catty/pull/1680', 'https://github.com/Catrobat/Catty/pull/1683', 'https://github.com/Catrobat/Catty/pull/1685', 'https://github.com/Catrobat/Catty/pull/1684', 'https://github.com/Catrobat/Catty/pull/1687']",[]
16, Integrate custom derivatives of Numerical Computing routines like BLAS and Eigen into Enzyme ,Enzyme performs automatic differentiation (in the calculus sense) of LLVM programs. This enables users to use Enzyme to perform various algorithms..., Pratyush Das ," Mentor  William Moses, Vassil Vassilev, Johannes Doerfert ", Organization  The LLVM Compiler Infrastructure ,/archive/2021/projects/5386593837252608,https://gist.github.com/reikdas/ee0f2f3244afc8a6efba659232722b92,No,Yes,"Enzyme performs automatic differentiation (in the calculus sense) of LLVM programs. This enables users to use Enzyme to perform various algorithms such as back-propagation in ML or scientific simulation on existing code for any language that lowers to LLVM. Enzyme does so by applying the chain rule to every instruction in every function called by the original function to be differentiated. While functional, this is not necessarily optimal for high-level matrix operations which may have algebraic properties for faster derivative computation. Many programs use BLAS libraries to efficiently compute matrix and tensor operations. This project would enable high-performance automatic differentiation of BLAS and similar libraries (such as Eigen) by specifying custom derivative rules for their operations.
At the end of this Google Summer of Code project, Enzyme should be able to automatically calculate the optimal derivatives of several common linear algebra functions, thereby implicitly allowing easier integration of Enzyme in several mathematical computing libraries.","['https://github.com/EnzymeAD/Enzyme/pull/220', 'https://github.com/EnzymeAD/Enzyme/pull/226', 'https://github.com/EnzymeAD/Enzyme/pull/308']",[]
